,sentence_id,token_id,sentence,token,spo_label
5563,408,14,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",like,Object
5564,408,15,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",berries,Object
5565,408,16,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",or,Object
5566,408,17,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",apples,Object
5567,408,18,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",",",other
5568,408,19,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",and,other
5569,408,20,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",to,Predicate
5570,408,21,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",pair,other
5571,408,22,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",them,Object
5572,408,23,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",with,other
5573,408,24,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",a,Object
5574,408,25,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",protein,Object
5575,408,26,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",or,Object
5576,408,27,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",a,Object
5577,408,28,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",healthy,Object
5578,408,29,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",fat,Object
5579,408,30,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",to,Predicate
5580,408,31,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",help,other
5581,408,32,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",stabilize,other
5582,408,33,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",blood,Object
5583,408,34,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",sugar,Object
5584,408,35,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",levels,Object
5585,408,36,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",.,other
5586,409,1,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",It,Subject
5587,409,2,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",is,Predicate
5588,409,3,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",a,Object
5589,409,4,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",good,Object
5590,409,5,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",idea,Object
5591,409,6,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",to,Predicate
5592,409,7,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",balance,Object
5593,409,8,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",these,Object
5594,409,9,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",fruits,Object
5595,409,10,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",with,Object
5596,409,11,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",other,Object
5597,409,12,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",lower-sugar,Object
5598,409,13,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",options,Object
5599,409,14,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",like,Object
5600,409,15,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",berries,Object
5601,409,16,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",or,Object
5602,409,17,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",apples,Object
5603,409,18,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",",",other
5604,409,19,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",and,other
5605,409,20,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",to,Predicate
5606,409,21,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",pair,other
5607,409,22,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",them,Object
5608,409,23,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",with,other
5609,409,24,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",a,Object
5610,409,25,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",protein,Object
5611,409,26,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",or,Object
5612,409,27,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",a,Object
5613,409,28,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",healthy,Object
5614,409,29,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",fat,Object
5615,409,30,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",to,Predicate
5616,409,31,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",help,other
5617,409,32,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",stabilize,other
5618,409,33,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",blood,Object
5619,409,34,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",sugar,Object
5620,409,35,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",levels,Object
5621,409,36,"It is a good idea to balance these fruits with other lower-sugar options like berries or apples , and to pair them with a protein or a healthy fat to help stabilize blood sugar levels .",.,other
5622,410,1,"A : I see that you are enjoying gardening , Ingrid .",A,other
5623,410,2,"A : I see that you are enjoying gardening , Ingrid .",:,other
5624,410,3,"A : I see that you are enjoying gardening , Ingrid .",I,Subject
5625,410,4,"A : I see that you are enjoying gardening , Ingrid .",see,Predicate
5626,410,5,"A : I see that you are enjoying gardening , Ingrid .",that,other
5627,410,6,"A : I see that you are enjoying gardening , Ingrid .",you,Subject
5628,410,7,"A : I see that you are enjoying gardening , Ingrid .",are,Predicate
5629,410,8,"A : I see that you are enjoying gardening , Ingrid .",enjoying,other
5630,410,9,"A : I see that you are enjoying gardening , Ingrid .",gardening,Object
5631,410,10,"A : I see that you are enjoying gardening , Ingrid .",",",Object
5632,410,11,"A : I see that you are enjoying gardening , Ingrid .",Ingrid,Object
5633,410,12,"A : I see that you are enjoying gardening , Ingrid .",.,other
5634,411,1,How does this hobby affect your diabetes management ?,How,other
5635,411,2,How does this hobby affect your diabetes management ?,does,Predicate
5636,411,3,How does this hobby affect your diabetes management ?,this,Subject
5637,411,4,How does this hobby affect your diabetes management ?,hobby,Subject
5638,411,5,How does this hobby affect your diabetes management ?,affect,Predicate
5639,411,6,How does this hobby affect your diabetes management ?,your,Object
5640,411,7,How does this hobby affect your diabetes management ?,diabetes,Object
5641,411,8,How does this hobby affect your diabetes management ?,management,Object
5642,411,9,How does this hobby affect your diabetes management ?,?,other
5643,412,1,"P : Well , I find it therapeutic and calming .",P,other
5644,412,2,"P : Well , I find it therapeutic and calming .",:,other
5645,412,3,"P : Well , I find it therapeutic and calming .",Well,other
5646,412,4,"P : Well , I find it therapeutic and calming .",",",other
5647,412,5,"P : Well , I find it therapeutic and calming .",I,Subject
5648,412,6,"P : Well , I find it therapeutic and calming .",find,Predicate
5649,412,7,"P : Well , I find it therapeutic and calming .",it,Subject
5650,412,8,"P : Well , I find it therapeutic and calming .",therapeutic,other
5651,412,9,"P : Well , I find it therapeutic and calming .",and,other
5652,412,10,"P : Well , I find it therapeutic and calming .",calming,other
5653,412,11,"P : Well , I find it therapeutic and calming .",.,other
5654,413,1,"Plus , it is a good form of physical activity .",Plus,other
5655,413,2,"Plus , it is a good form of physical activity .",",",other
5656,413,3,"Plus , it is a good form of physical activity .",it,Subject
5657,413,4,"Plus , it is a good form of physical activity .",is,Predicate
5658,413,5,"Plus , it is a good form of physical activity .",a,Object
5659,413,6,"Plus , it is a good form of physical activity .",good,Object
5660,413,7,"Plus , it is a good form of physical activity .",form,Object
5661,413,8,"Plus , it is a good form of physical activity .",of,Object
5662,413,9,"Plus , it is a good form of physical activity .",physical,Object
5663,413,10,"Plus , it is a good form of physical activity .",activity,Object
5664,413,11,"Plus , it is a good form of physical activity .",.,other
5665,414,1,"But I am not sure about its direct impact on my diabetes , if any .",But,other
5666,414,2,"But I am not sure about its direct impact on my diabetes , if any .",I,Subject
5667,414,3,"But I am not sure about its direct impact on my diabetes , if any .",am,Predicate
5668,414,4,"But I am not sure about its direct impact on my diabetes , if any .",not,Predicate
5669,414,5,"But I am not sure about its direct impact on my diabetes , if any .",sure,other
5670,414,6,"But I am not sure about its direct impact on my diabetes , if any .",about,other
5671,414,7,"But I am not sure about its direct impact on my diabetes , if any .",its,Object
5672,414,8,"But I am not sure about its direct impact on my diabetes , if any .",direct,Object
5673,414,9,"But I am not sure about its direct impact on my diabetes , if any .",impact,Object
5674,414,10,"But I am not sure about its direct impact on my diabetes , if any .",on,Object
5675,414,11,"But I am not sure about its direct impact on my diabetes , if any .",my,Object
5676,414,12,"But I am not sure about its direct impact on my diabetes , if any .",diabetes,Object
5677,414,13,"But I am not sure about its direct impact on my diabetes , if any .",",",Object
5678,414,14,"But I am not sure about its direct impact on my diabetes , if any .",if,other
5679,414,15,"But I am not sure about its direct impact on my diabetes , if any .",any,other
5680,414,16,"But I am not sure about its direct impact on my diabetes , if any .",.,other
5681,415,1,A : That is correct !,A,other
5682,415,2,A : That is correct !,:,other
5683,415,3,A : That is correct !,That,Subject
5684,415,4,A : That is correct !,is,Predicate
5685,415,5,A : That is correct !,correct,other
5686,415,6,A : That is correct !,!,other
5687,416,1,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,Gardening,Subject
5688,416,2,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,is,Predicate
5689,416,3,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,a,Object
5690,416,4,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,form,Object
5691,416,5,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,of,Object
5692,416,6,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,moderate-intensity,Object
5693,416,7,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,exercise,Object
5694,416,8,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,that,Subject
5695,416,9,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,can,Predicate
5696,416,10,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,help,Object
5697,416,11,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,lower,Object
5698,416,12,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,your,Object
5699,416,13,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,blood,Object
5700,416,14,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,sugar,Object
5701,416,15,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,levels,Object
5702,416,16,Gardening is a form of moderate-intensity exercise that can help lower your blood sugar levels .,.,other
5703,417,1,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",Plus,other
5704,417,2,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",",",other
5705,417,3,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",the,Subject
5706,417,4,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",vegetables,Subject
5707,417,5,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",you,Subject
5708,417,6,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",grow,Subject
5709,417,7,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",can,Predicate
5710,417,8,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",contribute,Predicate
5711,417,9,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",to,other
5712,417,10,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",a,Object
5713,417,11,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",healthy,Object
5714,417,12,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",",",Object
5715,417,13,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",balanced,Object
5716,417,14,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",diet,Object
5717,417,15,"Plus , the vegetables you grow can contribute to a healthy , balanced diet .",.,other
5718,418,1,Remember to keep hydrated and take breaks as needed while gardening .,Remember,Predicate
5719,418,2,Remember to keep hydrated and take breaks as needed while gardening .,to,Predicate
5720,418,3,Remember to keep hydrated and take breaks as needed while gardening .,keep,other
5721,418,4,Remember to keep hydrated and take breaks as needed while gardening .,hydrated,other
5722,418,5,Remember to keep hydrated and take breaks as needed while gardening .,and,other
5723,418,6,Remember to keep hydrated and take breaks as needed while gardening .,take,other
5724,418,7,Remember to keep hydrated and take breaks as needed while gardening .,breaks,Object
5725,418,8,Remember to keep hydrated and take breaks as needed while gardening .,as,other
5726,418,9,Remember to keep hydrated and take breaks as needed while gardening .,needed,other
5727,418,10,Remember to keep hydrated and take breaks as needed while gardening .,while,other
5728,418,11,Remember to keep hydrated and take breaks as needed while gardening .,gardening,Object
5729,418,12,Remember to keep hydrated and take breaks as needed while gardening .,.,other
5730,419,1,"P : Good to know , I will keep that in mind .",P,other
5731,419,2,"P : Good to know , I will keep that in mind .",:,other
5732,419,3,"P : Good to know , I will keep that in mind .",Good,other
5733,419,4,"P : Good to know , I will keep that in mind .",to,Predicate
5734,419,5,"P : Good to know , I will keep that in mind .",know,other
5735,419,6,"P : Good to know , I will keep that in mind .",",",other
5736,419,7,"P : Good to know , I will keep that in mind .",I,Subject
5737,419,8,"P : Good to know , I will keep that in mind .",will,Predicate
5738,419,9,"P : Good to know , I will keep that in mind .",keep,Predicate
5739,419,10,"P : Good to know , I will keep that in mind .",that,Object
5740,419,11,"P : Good to know , I will keep that in mind .",in,other
5741,419,12,"P : Good to know , I will keep that in mind .",mind,Object
5742,419,13,"P : Good to know , I will keep that in mind .",.,other
5743,420,1,Does it matter when I do my gardening ?,Does,Predicate
5744,420,2,Does it matter when I do my gardening ?,it,Subject
5745,420,3,Does it matter when I do my gardening ?,matter,Predicate
5746,420,4,Does it matter when I do my gardening ?,when,other
5747,420,5,Does it matter when I do my gardening ?,I,Subject
5748,420,6,Does it matter when I do my gardening ?,do,other
5749,420,7,Does it matter when I do my gardening ?,my,Object
5750,420,8,Does it matter when I do my gardening ?,gardening,Object
5751,420,9,Does it matter when I do my gardening ?,?,other
5752,421,1,"I usually go out in the late afternoon , when it is cooler .",I,Subject
5753,421,2,"I usually go out in the late afternoon , when it is cooler .",usually,other
5754,421,3,"I usually go out in the late afternoon , when it is cooler .",go,Predicate
5755,421,4,"I usually go out in the late afternoon , when it is cooler .",out,other
5756,421,5,"I usually go out in the late afternoon , when it is cooler .",in,other
5757,421,6,"I usually go out in the late afternoon , when it is cooler .",the,Object
5758,421,7,"I usually go out in the late afternoon , when it is cooler .",late,Object
5759,421,8,"I usually go out in the late afternoon , when it is cooler .",afternoon,Object
5760,421,9,"I usually go out in the late afternoon , when it is cooler .",",",other
5761,421,10,"I usually go out in the late afternoon , when it is cooler .",when,other
5762,421,11,"I usually go out in the late afternoon , when it is cooler .",it,Subject
5763,421,12,"I usually go out in the late afternoon , when it is cooler .",is,other
5764,421,13,"I usually go out in the late afternoon , when it is cooler .",cooler,other
5765,421,14,"I usually go out in the late afternoon , when it is cooler .",.,other
5766,422,1,"A : That timing should be fine , Ingrid .",A,Predicate
5767,422,2,"A : That timing should be fine , Ingrid .",:,other
5768,422,3,"A : That timing should be fine , Ingrid .",That,Subject
5769,422,4,"A : That timing should be fine , Ingrid .",timing,Subject
5770,422,5,"A : That timing should be fine , Ingrid .",should,Predicate
5771,422,6,"A : That timing should be fine , Ingrid .",be,other
5772,422,7,"A : That timing should be fine , Ingrid .",fine,other
5773,422,8,"A : That timing should be fine , Ingrid .",",",other
5774,422,9,"A : That timing should be fine , Ingrid .",Ingrid,other
5775,422,10,"A : That timing should be fine , Ingrid .",.,other
5776,423,1,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",Just,other
5777,423,2,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",make,Predicate
5778,423,3,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sure,other
5779,423,4,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,Predicate
5780,423,5,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",avoid,other
5781,423,6,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",extreme,Object
5782,423,7,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",heat,Object
5783,423,8,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",as,other
5784,423,9,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",it,Subject
5785,423,10,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",might,Predicate
5786,423,11,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",lead,other
5787,423,12,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,other
5788,423,13,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",dehydration,Object
5789,423,14,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",",",Object
5790,423,15,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",which,Subject
5791,423,16,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",could,Predicate
5792,423,17,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",potentially,Object
5793,423,18,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",affect,Object
5794,423,19,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",your,Object
5795,423,20,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",blood,Object
5796,423,21,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sugar,Object
5797,423,22,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",control,Object
5798,423,23,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",.,other
5799,424,1,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",Just,other
5800,424,2,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",make,Predicate
5801,424,3,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sure,other
5802,424,4,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,Predicate
5803,424,5,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",avoid,other
5804,424,6,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",extreme,Object
5805,424,7,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",heat,Object
5806,424,8,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",as,other
5807,424,9,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",it,Subject
5808,424,10,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",might,Predicate
5809,424,11,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",lead,other
5810,424,12,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,other
5811,424,13,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",dehydration,Object
5812,424,14,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",",",Object
5813,424,15,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",which,Subject
5814,424,16,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",could,Predicate
5815,424,17,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",potentially,Object
5816,424,18,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",affect,Object
5817,424,19,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",your,Object
5818,424,20,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",blood,Object
5819,424,21,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sugar,Object
5820,424,22,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",control,Object
5821,424,23,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",.,other
5822,425,1,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",Just,other
5823,425,2,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",make,Predicate
5824,425,3,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sure,other
5825,425,4,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,Predicate
5826,425,5,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",avoid,other
5827,425,6,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",extreme,Object
5828,425,7,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",heat,Object
5829,425,8,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",as,other
5830,425,9,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",it,Subject
5831,425,10,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",might,Predicate
5832,425,11,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",lead,other
5833,425,12,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",to,other
5834,425,13,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",dehydration,Object
5835,425,14,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",",",Object
5836,425,15,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",which,Subject
5837,425,16,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",could,Predicate
5838,425,17,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",potentially,Object
5839,425,18,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",affect,Object
5840,425,19,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",your,Object
5841,425,20,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",blood,Object
5842,425,21,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",sugar,Object
5843,425,22,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",control,Object
5844,425,23,"Just make sure to avoid extreme heat as it might lead to dehydration , which could potentially affect your blood sugar control .",.,other
5845,426,1,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,Perhaps,other
5846,426,2,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,you,Subject
5847,426,3,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,could,Predicate
5848,426,4,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,also,other
5849,426,5,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,check,Predicate
5850,426,6,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,your,Object
5851,426,7,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,blood,Object
5852,426,8,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,sugar,Object
5853,426,9,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,levels,Object
5854,426,10,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,before,other
5855,426,11,Perhaps you could also check your blood sugar levels before and after your gardening session to see how it affects you .,and,other
