Unnamed: 0,sentence_id,token_id,sentence,token,spo_label,triple
6611,478,26,"A : Those readings are a bit higher than the ideal fasting blood sugar range for diabetic patients , which is between 4 and 7 mmol/L .",mmol,other,"('readings which', 'are', 'range patients L')"
6612,478,27,"A : Those readings are a bit higher than the ideal fasting blood sugar range for diabetic patients , which is between 4 and 7 mmol/L .",/,other,"('readings which', 'are', 'range patients L')"
6613,478,28,"A : Those readings are a bit higher than the ideal fasting blood sugar range for diabetic patients , which is between 4 and 7 mmol/L .",L,Object,"('readings which', 'are', 'range patients L')"
6614,478,29,"A : Those readings are a bit higher than the ideal fasting blood sugar range for diabetic patients , which is between 4 and 7 mmol/L .",.,other,"('readings which', 'are', 'range patients L')"
6615,479,1,Could there be any changes in your diet or medication that might be affecting these levels ?,Could,Predicate,"('that', 'Could be might be', 'changes diet levels')"
6616,479,2,Could there be any changes in your diet or medication that might be affecting these levels ?,there,other,"('that', 'Could be might be', 'changes diet levels')"
6617,479,3,Could there be any changes in your diet or medication that might be affecting these levels ?,be,Predicate,"('that', 'Could be might be', 'changes diet levels')"
6618,479,4,Could there be any changes in your diet or medication that might be affecting these levels ?,any,other,"('that', 'Could be might be', 'changes diet levels')"
6619,479,5,Could there be any changes in your diet or medication that might be affecting these levels ?,changes,Object,"('that', 'Could be might be', 'changes diet levels')"
6620,479,6,Could there be any changes in your diet or medication that might be affecting these levels ?,in,other,"('that', 'Could be might be', 'changes diet levels')"
6621,479,7,Could there be any changes in your diet or medication that might be affecting these levels ?,your,other,"('that', 'Could be might be', 'changes diet levels')"
6622,479,8,Could there be any changes in your diet or medication that might be affecting these levels ?,diet,Object,"('that', 'Could be might be', 'changes diet levels')"
6623,479,9,Could there be any changes in your diet or medication that might be affecting these levels ?,or,other,"('that', 'Could be might be', 'changes diet levels')"
6624,479,10,Could there be any changes in your diet or medication that might be affecting these levels ?,medication,other,"('that', 'Could be might be', 'changes diet levels')"
6625,479,11,Could there be any changes in your diet or medication that might be affecting these levels ?,that,Subject,"('that', 'Could be might be', 'changes diet levels')"
6626,479,12,Could there be any changes in your diet or medication that might be affecting these levels ?,might,Predicate,"('that', 'Could be might be', 'changes diet levels')"
6627,479,13,Could there be any changes in your diet or medication that might be affecting these levels ?,be,Predicate,"('that', 'Could be might be', 'changes diet levels')"
6628,479,14,Could there be any changes in your diet or medication that might be affecting these levels ?,affecting,other,"('that', 'Could be might be', 'changes diet levels')"
6629,479,15,Could there be any changes in your diet or medication that might be affecting these levels ?,these,other,"('that', 'Could be might be', 'changes diet levels')"
6630,479,16,Could there be any changes in your diet or medication that might be affecting these levels ?,levels,Object,"('that', 'Could be might be', 'changes diet levels')"
6631,479,17,Could there be any changes in your diet or medication that might be affecting these levels ?,?,other,"('that', 'Could be might be', 'changes diet levels')"
6632,480,1,P : Not really .,P,Predicate,"('', 'P Not', '')"
6633,480,2,P : Not really .,:,other,"('', 'P Not', '')"
6634,480,3,P : Not really .,Not,Predicate,"('', 'P Not', '')"
6635,480,4,P : Not really .,really,other,"('', 'P Not', '')"
6636,480,5,P : Not really .,.,other,"('', 'P Not', '')"
6637,481,1,I have been maintaining my usual diet and taking my medications regularly .,I,Subject,"('I', 'have been maintaining', 'diet medications')"
6638,481,2,I have been maintaining my usual diet and taking my medications regularly .,have,Predicate,"('I', 'have been maintaining', 'diet medications')"
6639,481,3,I have been maintaining my usual diet and taking my medications regularly .,been,Predicate,"('I', 'have been maintaining', 'diet medications')"
6640,481,4,I have been maintaining my usual diet and taking my medications regularly .,maintaining,Predicate,"('I', 'have been maintaining', 'diet medications')"
6641,481,5,I have been maintaining my usual diet and taking my medications regularly .,my,other,"('I', 'have been maintaining', 'diet medications')"
6642,481,6,I have been maintaining my usual diet and taking my medications regularly .,usual,other,"('I', 'have been maintaining', 'diet medications')"
6643,481,7,I have been maintaining my usual diet and taking my medications regularly .,diet,Object,"('I', 'have been maintaining', 'diet medications')"
6644,481,8,I have been maintaining my usual diet and taking my medications regularly .,and,other,"('I', 'have been maintaining', 'diet medications')"
6645,481,9,I have been maintaining my usual diet and taking my medications regularly .,taking,other,"('I', 'have been maintaining', 'diet medications')"
6646,481,10,I have been maintaining my usual diet and taking my medications regularly .,my,other,"('I', 'have been maintaining', 'diet medications')"
6647,481,11,I have been maintaining my usual diet and taking my medications regularly .,medications,Object,"('I', 'have been maintaining', 'diet medications')"
6648,481,12,I have been maintaining my usual diet and taking my medications regularly .,regularly,other,"('I', 'have been maintaining', 'diet medications')"
6649,481,13,I have been maintaining my usual diet and taking my medications regularly .,.,other,"('I', 'have been maintaining', 'diet medications')"
6650,482,1,I have been maintaining my usual diet and taking my medications regularly .,I,Subject,"('I', 'have been maintaining', 'diet medications')"
6651,482,2,I have been maintaining my usual diet and taking my medications regularly .,have,Predicate,"('I', 'have been maintaining', 'diet medications')"
6652,482,3,I have been maintaining my usual diet and taking my medications regularly .,been,Predicate,"('I', 'have been maintaining', 'diet medications')"
6653,482,4,I have been maintaining my usual diet and taking my medications regularly .,maintaining,Predicate,"('I', 'have been maintaining', 'diet medications')"
6654,482,5,I have been maintaining my usual diet and taking my medications regularly .,my,other,"('I', 'have been maintaining', 'diet medications')"
6655,482,6,I have been maintaining my usual diet and taking my medications regularly .,usual,other,"('I', 'have been maintaining', 'diet medications')"
6656,482,7,I have been maintaining my usual diet and taking my medications regularly .,diet,Object,"('I', 'have been maintaining', 'diet medications')"
6657,482,8,I have been maintaining my usual diet and taking my medications regularly .,and,other,"('I', 'have been maintaining', 'diet medications')"
6658,482,9,I have been maintaining my usual diet and taking my medications regularly .,taking,other,"('I', 'have been maintaining', 'diet medications')"
6659,482,10,I have been maintaining my usual diet and taking my medications regularly .,my,other,"('I', 'have been maintaining', 'diet medications')"
6660,482,11,I have been maintaining my usual diet and taking my medications regularly .,medications,Object,"('I', 'have been maintaining', 'diet medications')"
6661,482,12,I have been maintaining my usual diet and taking my medications regularly .,regularly,other,"('I', 'have been maintaining', 'diet medications')"
6662,482,13,I have been maintaining my usual diet and taking my medications regularly .,.,other,"('I', 'have been maintaining', 'diet medications')"
6663,483,1,Maybe I have been eating a bit late in the evenings .,Maybe,other,"('I', 'have been eating', 'evenings')"
6664,483,2,Maybe I have been eating a bit late in the evenings .,I,Subject,"('I', 'have been eating', 'evenings')"
6665,483,3,Maybe I have been eating a bit late in the evenings .,have,Predicate,"('I', 'have been eating', 'evenings')"
6666,483,4,Maybe I have been eating a bit late in the evenings .,been,Predicate,"('I', 'have been eating', 'evenings')"
6667,483,5,Maybe I have been eating a bit late in the evenings .,eating,Predicate,"('I', 'have been eating', 'evenings')"
6668,483,6,Maybe I have been eating a bit late in the evenings .,a,other,"('I', 'have been eating', 'evenings')"
6669,483,7,Maybe I have been eating a bit late in the evenings .,bit,other,"('I', 'have been eating', 'evenings')"
6670,483,8,Maybe I have been eating a bit late in the evenings .,late,other,"('I', 'have been eating', 'evenings')"
6671,483,9,Maybe I have been eating a bit late in the evenings .,in,other,"('I', 'have been eating', 'evenings')"
6672,483,10,Maybe I have been eating a bit late in the evenings .,the,other,"('I', 'have been eating', 'evenings')"
6673,483,11,Maybe I have been eating a bit late in the evenings .,evenings,Object,"('I', 'have been eating', 'evenings')"
6674,483,12,Maybe I have been eating a bit late in the evenings .,.,other,"('I', 'have been eating', 'evenings')"
6675,484,1,A : Eating late in the night can indeed affect your fasting blood sugar levels .,A,Predicate,"('', 'A can', 'night levels')"
6676,484,2,A : Eating late in the night can indeed affect your fasting blood sugar levels .,:,other,"('', 'A can', 'night levels')"
6677,484,3,A : Eating late in the night can indeed affect your fasting blood sugar levels .,Eating,other,"('', 'A can', 'night levels')"
6678,484,4,A : Eating late in the night can indeed affect your fasting blood sugar levels .,late,other,"('', 'A can', 'night levels')"
6679,484,5,A : Eating late in the night can indeed affect your fasting blood sugar levels .,in,other,"('', 'A can', 'night levels')"
6680,484,6,A : Eating late in the night can indeed affect your fasting blood sugar levels .,the,other,"('', 'A can', 'night levels')"
6681,484,7,A : Eating late in the night can indeed affect your fasting blood sugar levels .,night,Object,"('', 'A can', 'night levels')"
6682,484,8,A : Eating late in the night can indeed affect your fasting blood sugar levels .,can,Predicate,"('', 'A can', 'night levels')"
6683,484,9,A : Eating late in the night can indeed affect your fasting blood sugar levels .,indeed,other,"('', 'A can', 'night levels')"
6684,484,10,A : Eating late in the night can indeed affect your fasting blood sugar levels .,affect,other,"('', 'A can', 'night levels')"
6685,484,11,A : Eating late in the night can indeed affect your fasting blood sugar levels .,your,other,"('', 'A can', 'night levels')"
6686,484,12,A : Eating late in the night can indeed affect your fasting blood sugar levels .,fasting,other,"('', 'A can', 'night levels')"
6687,484,13,A : Eating late in the night can indeed affect your fasting blood sugar levels .,blood,other,"('', 'A can', 'night levels')"
6688,484,14,A : Eating late in the night can indeed affect your fasting blood sugar levels .,sugar,other,"('', 'A can', 'night levels')"
6689,484,15,A : Eating late in the night can indeed affect your fasting blood sugar levels .,levels,Object,"('', 'A can', 'night levels')"
6690,484,16,A : Eating late in the night can indeed affect your fasting blood sugar levels .,.,other,"('', 'A can', 'night levels')"
6691,485,1,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,It,Subject,"('It', 'is to to to', 'dinner bedtime time food')"
6692,485,2,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,is,Predicate,"('It', 'is to to to', 'dinner bedtime time food')"
6693,485,3,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,best,other,"('It', 'is to to to', 'dinner bedtime time food')"
6694,485,4,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,to,Predicate,"('It', 'is to to to', 'dinner bedtime time food')"
6695,485,5,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,have,other,"('It', 'is to to to', 'dinner bedtime time food')"
6696,485,6,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,your,other,"('It', 'is to to to', 'dinner bedtime time food')"
6697,485,7,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,dinner,Object,"('It', 'is to to to', 'dinner bedtime time food')"
6698,485,8,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,at,other,"('It', 'is to to to', 'dinner bedtime time food')"
6699,485,9,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,least,other,"('It', 'is to to to', 'dinner bedtime time food')"
6700,485,10,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,two,other,"('It', 'is to to to', 'dinner bedtime time food')"
6701,485,11,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,hours,other,"('It', 'is to to to', 'dinner bedtime time food')"
6702,485,12,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,before,other,"('It', 'is to to to', 'dinner bedtime time food')"
6703,485,13,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,bedtime,Object,"('It', 'is to to to', 'dinner bedtime time food')"
6704,485,14,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,to,Predicate,"('It', 'is to to to', 'dinner bedtime time food')"
6705,485,15,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,give,other,"('It', 'is to to to', 'dinner bedtime time food')"
6706,485,16,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,your,other,"('It', 'is to to to', 'dinner bedtime time food')"
6707,485,17,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,body,other,"('It', 'is to to to', 'dinner bedtime time food')"
6708,485,18,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,time,Object,"('It', 'is to to to', 'dinner bedtime time food')"
6709,485,19,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,to,Predicate,"('It', 'is to to to', 'dinner bedtime time food')"
6710,485,20,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,process,other,"('It', 'is to to to', 'dinner bedtime time food')"
6711,485,21,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,the,other,"('It', 'is to to to', 'dinner bedtime time food')"
6712,485,22,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,food,Object,"('It', 'is to to to', 'dinner bedtime time food')"
6713,485,23,It is best to have your dinner at least two hours before bedtime to give your body time to process the food .,.,other,"('It', 'is to to to', 'dinner bedtime time food')"
6714,486,1,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",Also,other,"('', 'try to to', 'foods meal spikes')"
6715,486,2,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",",",other,"('', 'try to to', 'foods meal spikes')"
6716,486,3,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",try,Predicate,"('', 'try to to', 'foods meal spikes')"
6717,486,4,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",to,Predicate,"('', 'try to to', 'foods meal spikes')"
6718,486,5,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",include,other,"('', 'try to to', 'foods meal spikes')"
6719,486,6,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",more,other,"('', 'try to to', 'foods meal spikes')"
6720,486,7,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",fiber-rich,other,"('', 'try to to', 'foods meal spikes')"
6721,486,8,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",foods,Object,"('', 'try to to', 'foods meal spikes')"
6722,486,9,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",in,other,"('', 'try to to', 'foods meal spikes')"
6723,486,10,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",your,other,"('', 'try to to', 'foods meal spikes')"
6724,486,11,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",evening,other,"('', 'try to to', 'foods meal spikes')"
6725,486,12,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",meal,Object,"('', 'try to to', 'foods meal spikes')"
6726,486,13,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",to,Predicate,"('', 'try to to', 'foods meal spikes')"
6727,486,14,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",help,other,"('', 'try to to', 'foods meal spikes')"
6728,486,15,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",control,other,"('', 'try to to', 'foods meal spikes')"
6729,486,16,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",sugar,other,"('', 'try to to', 'foods meal spikes')"
6730,486,17,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",spikes,Object,"('', 'try to to', 'foods meal spikes')"
6731,486,18,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",.,other,"('', 'try to to', 'foods meal spikes')"
6732,487,1,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",Also,other,"('', 'try to to', 'foods meal spikes')"
6733,487,2,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",",",other,"('', 'try to to', 'foods meal spikes')"
6734,487,3,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",try,Predicate,"('', 'try to to', 'foods meal spikes')"
6735,487,4,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",to,Predicate,"('', 'try to to', 'foods meal spikes')"
6736,487,5,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",include,other,"('', 'try to to', 'foods meal spikes')"
6737,487,6,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",more,other,"('', 'try to to', 'foods meal spikes')"
6738,487,7,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",fiber-rich,other,"('', 'try to to', 'foods meal spikes')"
6739,487,8,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",foods,Object,"('', 'try to to', 'foods meal spikes')"
6740,487,9,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",in,other,"('', 'try to to', 'foods meal spikes')"
6741,487,10,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",your,other,"('', 'try to to', 'foods meal spikes')"
6742,487,11,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",evening,other,"('', 'try to to', 'foods meal spikes')"
6743,487,12,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",meal,Object,"('', 'try to to', 'foods meal spikes')"
6744,487,13,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",to,Predicate,"('', 'try to to', 'foods meal spikes')"
6745,487,14,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",help,other,"('', 'try to to', 'foods meal spikes')"
6746,487,15,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",control,other,"('', 'try to to', 'foods meal spikes')"
6747,487,16,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",sugar,other,"('', 'try to to', 'foods meal spikes')"
6748,487,17,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",spikes,Object,"('', 'try to to', 'foods meal spikes')"
6749,487,18,"Also , try to include more fiber-rich foods in your evening meal to help control sugar spikes .",.,other,"('', 'try to to', 'foods meal spikes')"
6750,488,1,P : I will bear that in mind and try to adjust my dinnertime accordingly .,P,other,"('I', 'will bear to', 'that mind dinnertime')"
6751,488,2,P : I will bear that in mind and try to adjust my dinnertime accordingly .,:,other,"('I', 'will bear to', 'that mind dinnertime')"
6752,488,3,P : I will bear that in mind and try to adjust my dinnertime accordingly .,I,Subject,"('I', 'will bear to', 'that mind dinnertime')"
6753,488,4,P : I will bear that in mind and try to adjust my dinnertime accordingly .,will,Predicate,"('I', 'will bear to', 'that mind dinnertime')"
6754,488,5,P : I will bear that in mind and try to adjust my dinnertime accordingly .,bear,Predicate,"('I', 'will bear to', 'that mind dinnertime')"
6755,488,6,P : I will bear that in mind and try to adjust my dinnertime accordingly .,that,Object,"('I', 'will bear to', 'that mind dinnertime')"
6756,488,7,P : I will bear that in mind and try to adjust my dinnertime accordingly .,in,other,"('I', 'will bear to', 'that mind dinnertime')"
6757,488,8,P : I will bear that in mind and try to adjust my dinnertime accordingly .,mind,Object,"('I', 'will bear to', 'that mind dinnertime')"
6758,488,9,P : I will bear that in mind and try to adjust my dinnertime accordingly .,and,other,"('I', 'will bear to', 'that mind dinnertime')"
6759,488,10,P : I will bear that in mind and try to adjust my dinnertime accordingly .,try,other,"('I', 'will bear to', 'that mind dinnertime')"
6760,488,11,P : I will bear that in mind and try to adjust my dinnertime accordingly .,to,Predicate,"('I', 'will bear to', 'that mind dinnertime')"
6761,488,12,P : I will bear that in mind and try to adjust my dinnertime accordingly .,adjust,other,"('I', 'will bear to', 'that mind dinnertime')"
6762,488,13,P : I will bear that in mind and try to adjust my dinnertime accordingly .,my,other,"('I', 'will bear to', 'that mind dinnertime')"
6763,488,14,P : I will bear that in mind and try to adjust my dinnertime accordingly .,dinnertime,Object,"('I', 'will bear to', 'that mind dinnertime')"
6764,488,15,P : I will bear that in mind and try to adjust my dinnertime accordingly .,accordingly,other,"('I', 'will bear to', 'that mind dinnertime')"
6765,488,16,P : I will bear that in mind and try to adjust my dinnertime accordingly .,.,other,"('I', 'will bear to', 'that mind dinnertime')"
6766,489,1,What about physical activity ?,What,other,"('', 'about', 'activity')"
6767,489,2,What about physical activity ?,about,Predicate,"('', 'about', 'activity')"
6768,489,3,What about physical activity ?,physical,other,"('', 'about', 'activity')"
6769,489,4,What about physical activity ?,activity,Object,"('', 'about', 'activity')"
6770,489,5,What about physical activity ?,?,other,"('', 'about', 'activity')"
6771,490,1,Do you think it can help lower my morning sugar levels ?,Do,Predicate,"('you it', 'Do think can', 'levels')"
6772,490,2,Do you think it can help lower my morning sugar levels ?,you,Subject,"('you it', 'Do think can', 'levels')"
6773,490,3,Do you think it can help lower my morning sugar levels ?,think,Predicate,"('you it', 'Do think can', 'levels')"
6774,490,4,Do you think it can help lower my morning sugar levels ?,it,Subject,"('you it', 'Do think can', 'levels')"
6775,490,5,Do you think it can help lower my morning sugar levels ?,can,Predicate,"('you it', 'Do think can', 'levels')"
6776,490,6,Do you think it can help lower my morning sugar levels ?,help,other,"('you it', 'Do think can', 'levels')"
6777,490,7,Do you think it can help lower my morning sugar levels ?,lower,other,"('you it', 'Do think can', 'levels')"
6778,490,8,Do you think it can help lower my morning sugar levels ?,my,other,"('you it', 'Do think can', 'levels')"
6779,490,9,Do you think it can help lower my morning sugar levels ?,morning,other,"('you it', 'Do think can', 'levels')"
6780,490,10,Do you think it can help lower my morning sugar levels ?,sugar,other,"('you it', 'Do think can', 'levels')"
6781,490,11,Do you think it can help lower my morning sugar levels ?,levels,Object,"('you it', 'Do think can', 'levels')"
6782,490,12,Do you think it can help lower my morning sugar levels ?,?,other,"('you it', 'Do think can', 'levels')"
6783,491,1,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",A,Predicate,"('exercise it body', 'A', 'part diabetes insulin')"
6784,491,2,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",:,other,"('exercise it body', 'A', 'part diabetes insulin')"
6785,491,3,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",Absolutely,other,"('exercise it body', 'A', 'part diabetes insulin')"
6786,491,4,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",",",other,"('exercise it body', 'A', 'part diabetes insulin')"
6787,491,5,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",Jan,other,"('exercise it body', 'A', 'part diabetes insulin')"
6788,491,6,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",Regular,other,"('exercise it body', 'A', 'part diabetes insulin')"
6789,491,7,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",exercise,Subject,"('exercise it body', 'A', 'part diabetes insulin')"
6790,491,8,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",is,other,"('exercise it body', 'A', 'part diabetes insulin')"
6791,491,9,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",a,other,"('exercise it body', 'A', 'part diabetes insulin')"
6792,491,10,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",key,other,"('exercise it body', 'A', 'part diabetes insulin')"
6793,491,11,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",part,Object,"('exercise it body', 'A', 'part diabetes insulin')"
6794,491,12,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",of,other,"('exercise it body', 'A', 'part diabetes insulin')"
6795,491,13,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",managing,other,"('exercise it body', 'A', 'part diabetes insulin')"
6796,491,14,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",diabetes,Object,"('exercise it body', 'A', 'part diabetes insulin')"
6797,491,15,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",because,other,"('exercise it body', 'A', 'part diabetes insulin')"
6798,491,16,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",it,Subject,"('exercise it body', 'A', 'part diabetes insulin')"
6799,491,17,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",helps,other,"('exercise it body', 'A', 'part diabetes insulin')"
6800,491,18,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",the,other,"('exercise it body', 'A', 'part diabetes insulin')"
6801,491,19,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",body,Subject,"('exercise it body', 'A', 'part diabetes insulin')"
6802,491,20,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",use,other,"('exercise it body', 'A', 'part diabetes insulin')"
6803,491,21,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",insulin,Object,"('exercise it body', 'A', 'part diabetes insulin')"
6804,491,22,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",more,other,"('exercise it body', 'A', 'part diabetes insulin')"
6805,491,23,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",effectively,other,"('exercise it body', 'A', 'part diabetes insulin')"
6806,491,24,"A : Absolutely , Jan Regular exercise is a key part of managing diabetes because it helps the body use insulin more effectively .",.,other,"('exercise it body', 'A', 'part diabetes insulin')"
6807,492,1,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",Try,Predicate,"('', 'Try to', 'minutes activity walking routine')"
6808,492,2,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",to,Predicate,"('', 'Try to', 'minutes activity walking routine')"
6809,492,3,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",include,other,"('', 'Try to', 'minutes activity walking routine')"
6810,492,4,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",at,other,"('', 'Try to', 'minutes activity walking routine')"
6811,492,5,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",least,other,"('', 'Try to', 'minutes activity walking routine')"
6812,492,6,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",30,other,"('', 'Try to', 'minutes activity walking routine')"
6813,492,7,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",minutes,Object,"('', 'Try to', 'minutes activity walking routine')"
6814,492,8,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",of,other,"('', 'Try to', 'minutes activity walking routine')"
6815,492,9,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",moderate-intensity,other,"('', 'Try to', 'minutes activity walking routine')"
6816,492,10,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",activity,Object,"('', 'Try to', 'minutes activity walking routine')"
6817,492,11,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",",",other,"('', 'Try to', 'minutes activity walking routine')"
6818,492,12,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",like,other,"('', 'Try to', 'minutes activity walking routine')"
6819,492,13,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",brisk,other,"('', 'Try to', 'minutes activity walking routine')"
6820,492,14,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",walking,Object,"('', 'Try to', 'minutes activity walking routine')"
6821,492,15,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",",",other,"('', 'Try to', 'minutes activity walking routine')"
6822,492,16,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",in,other,"('', 'Try to', 'minutes activity walking routine')"
6823,492,17,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",your,other,"('', 'Try to', 'minutes activity walking routine')"
6824,492,18,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",daily,other,"('', 'Try to', 'minutes activity walking routine')"
6825,492,19,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",routine,Object,"('', 'Try to', 'minutes activity walking routine')"
6826,492,20,"Try to include at least 30 minutes of moderate-intensity activity , like brisk walking , in your daily routine .",.,other,"('', 'Try to', 'minutes activity walking routine')"
6827,493,1,P : Thanks for the advice .,P,Predicate,"('', 'P', 'advice')"
6828,493,2,P : Thanks for the advice .,:,other,"('', 'P', 'advice')"
6829,493,3,P : Thanks for the advice .,Thanks,other,"('', 'P', 'advice')"
6830,493,4,P : Thanks for the advice .,for,other,"('', 'P', 'advice')"
6831,493,5,P : Thanks for the advice .,the,other,"('', 'P', 'advice')"
