token,sentence_id,predicted_label,gold_label
insulin,491,Object,Object
more,491,Object,Object
effectively,491,Object,Object
.,491,other,other
try,492,Predicate,Predicate
to,492,Predicate,Predicate
include,492,Predicate,Predicate
at,492,Object,Object
least,492,Object,Object
30,492,Object,Object
minutes,492,Object,Object
of,492,Object,Object
moderate,492,Object,Object
activity,492,Object,Object
",",492,other,other
like,492,Object,Object
brisk,492,Object,Object
walking,492,Object,Object
",",492,other,other
in,492,Object,Object
your,492,Object,Object
daily,492,Object,Object
routine,492,Object,Object
.,492,other,other
p,493,other,other
:,493,other,other
thanks,493,other,other
for,493,other,other
the,493,other,other
advice,493,other,other
.,493,other,other
a,494,other,other
:,494,other,other
jan,494,other,other
",",494,other,other
i,494,Subject,other
noticed,494,Predicate,other
during,494,Object,other
our,494,Object,other
last,494,Object,other
conversation,494,Object,other
that,494,Object,other
you,494,Subject,Subject
mentioned,494,Predicate,other
experiencing,494,Predicate,Predicate
minor,494,Object,Object
anxiety,494,Object,Object
spells,494,Object,Object
.,494,other,other
can,495,Predicate,other
you,495,other,other
tell,495,Predicate,other
me,495,other,other
a,495,Object,other
bit,495,other,other
more,495,other,other
about,495,other,other
these,495,Object,other
episodes,495,Object,other
?,495,other,other
p,496,other,other
:,496,other,other
well,496,other,other
",",496,other,other
i,496,Subject,Subject
have,496,Predicate,Predicate
been,496,Predicate,Predicate
worrying,496,Predicate,Predicate
more,496,Object,Predicate
about,496,Predicate,Predicate
my,496,Object,Object
health,496,Object,Object
lately,496,Object,Object
.,496,other,other
it,497,Subject,Subject
becomes,497,Predicate,Predicate
overwhelming,497,Object,Predicate
sometimes,497,Object,Predicate
",",497,other,other
especially,497,other,other
when,497,other,other
i,497,Subject,other
think,497,Predicate,other
about,497,Predicate,other
the,497,Object,Object
impact,497,Object,Object
it,497,Subject,Object
could,497,Predicate,Object
have,497,Predicate,Object
on,497,Object,Object
my,497,Object,Object
family,497,Object,Object
.,497,other,other
a,498,other,other
:,498,other,other
i,498,other,other
understand,498,other,other
your,498,other,other
concerns,498,other,other
",",498,other,other
jan,498,other,other
anxiety,498,Subject,Subject
is,498,Predicate,Predicate
common,498,Object,Object
",",498,other,other
especially,498,Predicate,Object
when,498,Predicate,Object
managing,498,Predicate,Object
a,498,Object,Object
chronic,498,Object,Object
condition,498,Object,Object
like,498,Object,Object
diabetes,498,Object,Object
.,498,other,other
have,499,Predicate,Predicate
you,499,Subject,Subject
tried,499,Predicate,Predicate
sharing,499,Predicate,Predicate
these,499,Object,Object
feelings,499,Object,Object
with,499,Object,Object
your,499,Object,Object
family,499,Object,Object
or,499,other,Object
a,499,Object,Object
close,499,Object,Object
friend,499,Object,Object
?,499,other,other
p,500,other,other
:,500,other,other
yes,500,other,other
",",500,other,other
i,500,Subject,Subject
have,500,Predicate,Predicate
talked,500,Predicate,Predicate
to,500,Predicate,Predicate
my,500,Object,Object
wife,500,Object,Object
and,500,other,Object
children,500,Object,Object
about,500,Predicate,Object
it,500,Object,Object
.,500,other,other
they,501,Subject,Subject
are,501,Predicate,Predicate
very,501,other,Object
supportive,501,Object,Object
",",501,other,other
but,501,other,other
i,501,Subject,Subject
do,501,Predicate,Predicate
not,501,Predicate,Predicate
want,501,Predicate,Predicate
them,501,Object,Object
to,501,Predicate,Object
worry,501,Predicate,Object
too,501,Object,Object
much,501,Object,Object
.,501,other,other
a,502,other,other
:,502,other,other
that,502,other,other
is,502,other,other
consider,502,other,other
of,502,other,other
you,502,other,other
",",502,other,other
jan,502,other,other
it,502,Subject,other
is,502,Predicate,Predicate
also,502,Predicate,other
important,502,Object,Object
to,502,Predicate,Subject
take,502,Predicate,Subject
care,502,Predicate,Subject
of,502,Object,Subject
your,502,Object,Subject
mental,502,Object,Subject
well,502,Object,Subject
.,502,other,other
have,503,Predicate,other
you,503,Subject,other
considered,503,Predicate,other
professional,503,Object,other
counseling,503,Object,other
or,503,other,other
joining,503,Predicate,other
a,503,Object,other
support,503,Object,other
group,503,Object,other
for,503,Object,other
people,503,Object,other
managing,503,Object,other
diabetes,503,Object,other
?,503,other,other
it,504,Subject,other
might,504,Predicate,Predicate
be,504,Predicate,Predicate
helpful,504,Object,Object
to,504,Predicate,Subject
share,504,Predicate,Subject
experiences,504,Object,Subject
and,504,other,Subject
coping,504,Object,Subject
strategies,504,Object,Subject
.,504,other,other
p,505,other,other
:,505,other,other
i,505,Subject,Subject
am,505,Predicate,Predicate
part,505,other,Object
of,505,other,Object
a,505,Object,Object
local,505,Object,Object
support,505,Object,Object
group,505,Object,Object
",",505,other,other
but,505,other,other
i,505,Subject,Subject
have,505,Predicate,Predicate
not,505,Predicate,Predicate
been,505,Predicate,Predicate
attending,505,Predicate,Predicate
the,505,Object,Object
meetings,505,Object,Object
regularly,505,Object,Object
.,505,other,other
i,506,Subject,other
guess,506,Predicate,other
i,506,Subject,Subject
should,506,Predicate,Predicate
start,506,Predicate,Predicate
participating,506,Predicate,Predicate
more,506,Object,Object
actively,506,Object,Object
.,506,other,other
a,507,other,other
:,507,other,other
yes,507,other,other
",",507,other,other
that,507,Subject,other
could,507,Predicate,other
be,507,Predicate,other
beneficial,507,Object,other
.,507,other,other
also,508,other,other
",",508,other,other
consider,508,Predicate,Predicate
mind,508,Object,Object
techniques,508,Object,Object
",",508,other,other
like,508,Object,Object
deep,508,Object,Object
breathing,508,Object,Object
exercises,508,Object,Object
or,508,other,Object
meditation,508,Object,Object
",",508,other,other
which,508,other,Object
you,508,Subject,Object
already,508,Predicate,Object
practice,508,Predicate,Object
.,508,other,other
they,509,Subject,Subject
can,509,Predicate,Predicate
effectively,509,Predicate,Predicate
manage,509,Predicate,Predicate
anxiety,509,Object,Object
.,509,other,other
remember,510,other,other
",",510,other,other
it,510,Subject,other
is,510,Predicate,other
ok,510,Object,other
to,510,Predicate,other
ask,510,Predicate,other
for,510,other,other
help,510,Object,other
when,510,other,other
you,510,Subject,other
need,510,other,other
it,510,Object,other
.,510,other,other
p,511,other,other
:,511,other,other
i,511,Subject,Subject
will,511,Predicate,Predicate
put,511,Predicate,Predicate
more,511,Object,Object
effort,511,Object,Object
into,511,Predicate,Object
those,511,Object,Object
techniques,511,Object,Object
.,511,other,other
thank,512,other,other
you,512,other,other
for,512,other,other
your,512,other,other
advice,512,other,other
.,512,other,other
a,513,other,other
:,513,other,other
johan,513,other,other
",",513,other,other
i,513,Subject,other
understand,513,Predicate,other
that,513,Object,other
you,513,Subject,Subject
have,513,Predicate,Predicate
recently,513,Predicate,Predicate
stopped,513,Predicate,Predicate
smoking,513,Object,Object
.,513,other,other
how,514,other,other
has,514,Predicate,other
this,514,Subject,other
change,514,Subject,other
been,514,Predicate,other
for,514,Object,other
you,514,Object,other
and,514,other,other
has,514,Predicate,other
it,514,Subject,other
affected,514,Predicate,other
your,514,Object,other
blood,514,Object,other
sugar,514,Object,other
levels,514,Object,other
?,514,other,other
p,515,other,other
:,515,other,other
it,515,Subject,Subject
is,515,Predicate,Predicate
been,515,Predicate,Predicate
quite,515,Object,Object
a,515,Object,Object
challenge,515,Object,Object
",",515,other,other
actually,515,other,other
.,515,other,other
i,516,Subject,Subject
have,516,Predicate,Predicate
gained,516,Predicate,Predicate
some,516,Object,Object
weight,516,Object,Object
and,516,other,other
my,516,Subject,Subject
blood,516,Subject,Subject
sugar,516,Subject,Subject
levels,516,Subject,Subject
have,516,Predicate,Predicate
been,516,Predicate,Predicate
a,516,Object,Object
bit,516,Object,Object
erratic,516,Object,Object
.,516,other,other
it,517,other,Subject
is,517,Predicate,Predicate
frustrating,517,Object,Object
.,517,other,other
a,518,other,other
:,518,other,other
it,518,Subject,other
is,518,Predicate,Predicate
normal,518,Object,Object
to,518,Predicate,Subject
find,518,Predicate,Subject
quit,518,Subject,Subject
challenging,518,Object,Subject
and,518,other,other
weight,518,Subject,Subject
gain,518,Subject,Subject
is,518,Predicate,Predicate
a,518,Object,Object
common,518,Object,Object
side,518,Object,Object
effect,518,Object,Object
.,518,other,other
however,519,other,other
",",519,other,other
in,519,other,other
the,519,other,other
long,519,other,other
run,519,other,other
",",519,other,other
quit,519,Subject,Subject
smoking,519,Subject,Subject
will,519,Predicate,Predicate
help,519,Predicate,Predicate
manage,519,Predicate,Predicate
your,519,Object,Object
diabetes,519,Object,Object
better,519,Object,Object
.,519,other,other
consider,520,Predicate,Predicate
incorporating,520,Predicate,Predicate
more,520,Object,Object
physical,520,Object,Object
activity,520,Object,Object
and,520,other,other
adjust,520,Predicate,Predicate
your,520,Object,Object
diet,520,Object,Object
to,520,Predicate,Object
manage,520,Predicate,Object
the,520,Object,Object
weight,520,Object,Object
gain,520,Object,Object
.,520,other,other
p,521,other,other
:,521,other,other
i,521,Subject,Subject
have,521,Predicate,Predicate
been,521,Predicate,Predicate
trying,521,Predicate,Predicate
to,521,Predicate,Predicate
stay,521,Predicate,Predicate
active,521,Object,Object
with,521,Object,Object
walks,521,Object,Object
and,521,other,Object
gardening,521,Object,Object
.,521,other,other
perhaps,522,other,other
i,522,Subject,Subject
need,522,Predicate,Predicate
to,522,Predicate,Predicate
step,522,Predicate,Object
it,522,Object,Object
up,522,Object,Object
a,522,Object,Object
bit,522,Object,Object
.,522,other,other
a,523,other,other
:,523,other,other
that,523,Subject,other
is,523,Predicate,other
the,523,Object,other
spirit,523,Object,other
",",523,other,other
johan,523,other,other
!,523,other,other
gardening,524,Subject,Subject
is,524,Predicate,Predicate
a,524,Object,Object
great,524,Object,Object
form,524,Object,Object
of,524,Object,Object
moderate,524,Object,Object
exercise,524,Object,Object
and,524,other,other
walks,524,Subject,Subject
are,524,Predicate,Predicate
beneficial,524,Object,Object
too,524,Object,other
.,524,other,other
you,525,Subject,Subject
could,525,Predicate,Predicate
also,525,Predicate,other
consider,525,Predicate,Predicate
joining,525,Predicate,Predicate
a,525,Object,Object
local,525,Object,Object
gym,525,Object,Object
or,525,other,other
try,525,Predicate,other
home,525,Object,other
exercises,525,Object,other
.,525,other,other
you,526,Subject,Subject
could,526,Predicate,Predicate
also,526,Predicate,other
consider,526,Predicate,other
joining,526,other,other
a,526,other,other
local,526,other,other
gym,526,other,other
or,526,other,other
try,526,other,Predicate
home,526,other,Object
exercises,526,other,Object
.,526,other,other
is,510,other,other
ok,510,other,other
to,510,other,other
ask,510,other,other
for,510,other,other
help,510,other,other
when,510,other,other
you,510,other,other
need,510,other,other
it,510,Object,other
.,510,other,other
p,511,other,other
:,511,other,other
i,511,Subject,Subject
will,511,Predicate,Predicate
put,511,Predicate,Predicate
more,511,Object,Object
effort,511,Object,Object
into,511,Predicate,Object
those,511,Object,Object
techniques,511,Object,Object
.,511,other,other
thank,512,other,other
you,512,other,other
for,512,other,other
your,512,other,other
advice,512,other,other
.,512,other,other
a,513,other,other
:,513,other,other
johan,513,other,other
",",513,other,other
i,513,Subject,other
understand,513,Predicate,other
that,513,other,other
you,513,Subject,Subject
have,513,Predicate,Predicate
recently,513,Predicate,Predicate
stopped,513,Predicate,Predicate
smoking,513,Object,Object
.,513,other,other
how,514,other,other
has,514,Predicate,other
this,514,Subject,other
change,514,Subject,other
been,514,Predicate,other
for,514,Object,other
you,514,Object,other
and,514,other,other
has,514,Predicate,other
it,514,Subject,other
affected,514,Predicate,other
your,514,Object,other
blood,514,Object,other
sugar,514,Object,other
levels,514,Object,other
?,514,other,other
p,515,other,other
:,515,other,other
it,515,Subject,Subject
is,515,Predicate,Predicate
been,515,Predicate,Predicate
quite,515,Object,Object
a,515,Object,Object
challenge,515,Object,Object
",",515,other,other
actually,515,other,other
.,515,other,other
i,516,Subject,Subject
have,516,Predicate,Predicate
gained,516,Predicate,Predicate
some,516,Object,Object
weight,516,Object,Object
and,516,other,other
my,516,Subject,Subject
blood,516,Subject,Subject
sugar,516,Subject,Subject
levels,516,Subject,Subject
have,516,Predicate,Predicate
been,516,Predicate,Predicate
a,516,Object,Object
bit,516,Object,Object
erratic,516,Object,Object
.,516,other,other
it,517,other,Subject
is,517,Predicate,Predicate
frustrating,517,Object,Object
.,517,other,other
a,518,other,other
:,518,other,other
it,518,Subject,other
is,518,Predicate,Predicate
normal,518,Object,Object
to,518,Predicate,Subject
find,518,Predicate,Subject
quit,518,Subject,Subject
challenging,518,Object,Subject
and,518,other,other
weight,518,Subject,Subject
gain,518,Subject,Subject
is,518,Predicate,Predicate
a,518,Object,Object
common,518,Object,Object
side,518,Object,Object
effect,518,Object,Object
.,518,other,other
however,519,other,other
",",519,other,other
in,519,other,other
the,519,other,other
long,519,other,other
run,519,other,other
",",519,other,other
quit,519,Subject,Subject
smoking,519,Subject,Subject
will,519,Predicate,Predicate
help,519,Predicate,Predicate
manage,519,Predicate,Predicate
your,519,Object,Object
diabetes,519,Object,Object
better,519,Object,Object
.,519,other,other
consider,520,Predicate,Predicate
incorporating,520,Predicate,Predicate
more,520,Object,Object
physical,520,Object,Object
activity,520,Object,Object
and,520,other,other
adjust,520,Predicate,Predicate
your,520,Object,Object
diet,520,Object,Object
to,520,Predicate,Object
manage,520,Predicate,Object
the,520,Object,Object
weight,520,Object,Object
gain,520,Object,Object
.,520,other,other
p,521,other,other
:,521,other,other
i,521,Subject,Subject
have,521,Predicate,Predicate
been,521,Predicate,Predicate
trying,521,Predicate,Predicate
to,521,Predicate,Predicate
stay,521,Predicate,Predicate
active,521,Object,Object
with,521,Predicate,Object
walks,521,Object,Object
and,521,other,Object
gardening,521,Object,Object
.,521,other,other
perhaps,522,other,other
i,522,Subject,Subject
need,522,Predicate,Predicate
to,522,Predicate,Predicate
step,522,Predicate,Object
it,522,Object,Object
up,522,Object,Object
a,522,Object,Object
bit,522,Object,Object
.,522,other,other
a,523,other,other
:,523,other,other
that,523,Subject,other
is,523,Predicate,other
the,523,other,other
spirit,523,other,other
",",523,other,other
johan,523,other,other
!,523,other,other
gardening,524,Subject,Subject
is,524,Predicate,Predicate
a,524,Object,Object
great,524,Object,Object
form,524,Object,Object
of,524,Object,Object
moderate,524,Object,Object
exercise,524,Subject,Object
and,524,other,other
walks,524,Subject,Subject
are,524,Predicate,Predicate
beneficial,524,Object,Object
too,524,Object,other
.,524,other,other
you,525,Subject,Subject
could,525,Predicate,Predicate
also,525,Predicate,other
consider,525,Predicate,Predicate
joining,525,Predicate,Predicate
a,525,Object,Object
local,525,Object,Object
gym,525,Object,Object
or,525,other,other
try,525,Predicate,other
home,525,Object,other
exercises,525,Object,other
.,525,other,other
you,526,Subject,Subject
could,526,Predicate,Predicate
also,526,other,other
consider,526,Predicate,other
joining,526,other,other
a,526,other,other
local,526,other,other
gym,526,other,other
or,526,other,other
try,526,other,Predicate
home,526,other,Object
exercises,526,other,Object
.,526,other,other
as,527,other,other
for,527,other,other
your,527,other,other
diet,527,other,other
",",527,other,other
try,527,Predicate,Predicate
to,527,Predicate,Predicate
stick,527,Predicate,Predicate
to,527,Predicate,Predicate
your,527,Object,Object
dia,527,Object,Object
meals,527,Object,Object
but,527,other,other
control,527,Predicate,Predicate
portion,527,Object,Object
sizes,527,Object,Object
.,527,other,other
p,528,other,other
:,528,other,other
that,528,other,other
sounds,528,other,other
do,528,other,other
.,528,other,other
i,529,Subject,Subject
will,529,Predicate,Predicate
try,529,Predicate,Predicate
to,529,other,Predicate
control,529,Predicate,Predicate
my,529,Object,Object
portions,529,Object,Object
and,529,other,other
maybe,529,other,other
join,529,other,other
a,529,other,other
gym,529,other,other
.,529,other,other
i,530,Subject,Subject
will,530,Predicate,Predicate
try,530,Predicate,other
to,530,other,other
control,530,other,other
my,530,Object,other
portions,530,Object,other
and,530,other,other
maybe,530,other,other
join,530,other,Predicate
a,530,Object,Object
gym,530,other,Object
.,530,other,other
thanks,531,other,other
for,531,other,other
the,531,other,other
advice,531,other,other
.,531,other,other
a,532,other,other
:,532,other,other
you,532,other,other
are,532,other,other
welcome,532,other,other
",",532,other,other
johan,532,other,other
!,532,other,other
staying,533,Subject,other
active,533,Subject,other
and,533,other,other
eating,533,Subject,other
well,533,Subject,other
meals,533,Subject,other
are,533,Predicate,other
key,533,Object,other
.,533,other,other
remember,534,other,other
",",534,other,other
it,534,Subject,other
is,534,Predicate,other
a,534,Object,other
marathon,534,Object,other
",",534,other,other
not,534,other,other
a,534,Object,other
sprint,534,Object,other
.,534,other,other
and,535,other,other
do,535,other,other
not,535,other,other
hesitate,535,other,other
to,535,other,other
reach,535,other,other
out,535,other,other
if,535,other,other
you,535,other,other
need,535,other,other
more,535,other,other
support,535,other,other
along,535,other,other
the,535,Object,other
way,535,Object,other
.,535,other,other
take,536,other,other
care,536,other,other
!,536,other,other
p,537,other,other
:,537,other,other
i,537,Subject,Subject
have,537,Predicate,Predicate
been,537,Predicate,Predicate
trying,537,Predicate,Predicate
to,537,Predicate,Predicate
manage,537,Predicate,Predicate
my,537,Object,Object
diabetes,537,Object,Object
with,537,Object,Object
diet,537,Object,Object
and,537,other,Object
exercise,537,Object,Object
",",537,other,other
but,537,other,other
my,537,Subject,Subject
blood,537,Subject,Subject
sugar,537,Subject,Subject
levels,537,Subject,Subject
are,537,Predicate,Predicate
still,537,Predicate,Object
not,537,Predicate,Object
stable,537,Object,Object
.,537,other,other
do,538,Predicate,other
i,538,Subject,other
need,538,Predicate,other
to,538,Predicate,other
consider,538,Predicate,other
medication,538,Object,other
?,538,other,other
a,539,other,other
:,539,other,other
johan,539,other,other
",",539,other,other
medication,539,Subject,Subject
could,539,Predicate,Predicate
be,539,Predicate,Predicate
an,539,Object,Object
option,539,Object,Object
if,539,Predicate,Object
diet,539,Subject,Object
and,539,Subject,Object
exercise,539,Subject,Object
are,539,Predicate,Object
not,539,Predicate,Object
enough,539,Predicate,Object
to,539,Predicate,Object
stabilize,539,Predicate,Object
your,539,Object,Object
blood,539,Object,Object
sugar,539,Object,Object
levels,539,Object,Object
.,539,other,other
however,540,other,other
",",540,other,other
this,540,Subject,Subject
is,540,Predicate,Predicate
a,540,Object,Object
decision,540,Object,Object
that,540,Object,Object
your,540,Object,Object
doctor,540,Object,Object
should,540,Predicate,Object
make,540,Predicate,Object
based,540,Predicate,Object
on,540,Predicate,Object
your,540,Object,Object
individual,540,Object,Object
health,540,Object,Object
profile,540,Object,Object
.,540,other,other
p,541,other,other
:,541,other,other
i,541,other,other
understand,541,other,other
.,541,other,other
but,542,other,other
i,542,Subject,Subject
am,542,Predicate,Predicate
worried,542,Predicate,Predicate
about,542,Predicate,Predicate
the,542,Object,Object
side,542,Object,Object
effects,542,Object,Object
of,542,Object,Object
medication,542,Object,Object
.,542,other,other
my,543,Subject,Subject
father,543,other,Subject
struggled,543,Predicate,Predicate
with,543,Predicate,Predicate
them,543,Object,Object
.,543,other,other
a,544,other,other
:,544,other,other
it,544,Subject,other
is,544,Predicate,other
a,544,Object,other
valid,544,Object,other
concern,544,Object,other
.,544,other,other
all,545,Subject,Subject
medications,545,Subject,Subject
can,545,Predicate,Predicate
have,545,Predicate,Predicate
side,545,Object,Object
effects,545,Object,Object
",",545,other,other
but,545,other,other
it,545,Subject,other
is,545,Predicate,Predicate
important,545,Object,Object
to,545,Predicate,Subject
note,545,Predicate,Subject
that,545,other,Subject
not,545,Subject,Subject
everyone,545,Object,Subject
experiences,545,Predicate,Subject
them,545,Object,Subject
.,545,other,other
additionally,546,other,other
",",546,other,other
most,546,Subject,Subject
side,546,Subject,Subject
effects,546,Subject,Subject
can,546,Predicate,Predicate
be,546,Predicate,Predicate
managed,546,Predicate,Predicate
effectively,546,Object,Predicate
.,546,other,other
the,547,Subject,Subject
key,547,Subject,Subject
is,547,Predicate,Predicate
close,547,Object,Object
monitoring,547,Object,Object
and,547,other,Object
regular,547,Object,Object
communication,547,Subject,Object
with,547,Object,Object
your,547,Object,Object
doctor,547,Object,Object
.,547,other,other
p,548,other,other
:,548,other,other
i,548,Subject,other
guess,548,Predicate,other
i,548,Subject,Subject
should,548,Predicate,Predicate
be,548,Predicate,Predicate
more,548,Object,Object
pro,548,Object,Object
and,548,other,other
discuss,548,Predicate,other
this,548,Object,other
with,548,Predicate,other
my,548,Object,other
doctor,548,Object,other
.,548,other,other
p,549,other,other
:,549,other,other
i,549,Subject,other
guess,549,other,other
i,549,Subject,Subject
should,549,Predicate,Predicate
be,549,Predicate,other
more,549,other,other
pro,549,other,other
and,549,other,other
discuss,549,Predicate,Predicate
this,549,other,Object
with,549,other,other
my,549,other,Object
doctor,549,other,Object
.,549,other,other
any,550,other,other
tips,550,other,other
on,550,other,other
how,550,other,other
to,550,other,other
prepare,550,other,other
for,550,other,other
this,550,other,other
discussion,550,other,other
?,550,other,other
a,551,other,other
:,551,other,other
it,551,Subject,other
would,551,Predicate,Predicate
.,534,other,other
and,535,other,other
do,535,other,other
not,535,other,other
hesitate,535,other,other
to,535,other,other
reach,535,other,other
out,535,other,other
if,535,other,other
you,535,other,other
need,535,other,other
more,535,other,other
support,535,other,other
along,535,other,other
the,535,other,other
way,535,other,other
.,535,other,other
take,536,other,other
care,536,other,other
!,536,other,other
p,537,other,other
:,537,other,other
i,537,Subject,Subject
have,537,Predicate,Predicate
been,537,Predicate,Predicate
trying,537,Predicate,Predicate
to,537,Predicate,Predicate
manage,537,Predicate,Predicate
my,537,Object,Object
diabetes,537,Object,Object
with,537,Object,Object
diet,537,Object,Object
and,537,Object,Object
exercise,537,Object,Object
",",537,other,other
but,537,other,other
my,537,Subject,Subject
blood,537,Object,Subject
sugar,537,Object,Subject
levels,537,Object,Subject
are,537,Predicate,Predicate
still,537,Predicate,Object
not,537,Predicate,Object
stable,537,Object,Object
.,537,other,other
do,538,Predicate,other
i,538,Subject,other
need,538,Predicate,other
to,538,Predicate,other
consider,538,Predicate,other
medication,538,Object,other
?,538,other,other
a,539,other,other
:,539,other,other
johan,539,other,other
",",539,other,other
medication,539,Subject,Subject
could,539,Predicate,Predicate
be,539,Predicate,Predicate
an,539,Object,Object
option,539,Object,Object
if,539,Object,Object
diet,539,Subject,Object
and,539,Subject,Object
exercise,539,Subject,Object
are,539,Predicate,Object
not,539,Predicate,Object
enough,539,Object,Object
to,539,Predicate,Object
stabilize,539,Predicate,Object
your,539,Object,Object
blood,539,Object,Object
sugar,539,Object,Object
levels,539,Object,Object
.,539,other,other
however,540,other,other
",",540,other,other
this,540,Subject,Subject
is,540,Predicate,Predicate
a,540,Object,Object
decision,540,Object,Object
that,540,Object,Object
your,540,Object,Object
doctor,540,Object,Object
should,540,Predicate,Object
make,540,Predicate,Object
based,540,Predicate,Object
on,540,Predicate,Object
your,540,Object,Object
individual,540,Object,Object
health,540,Object,Object
profile,540,Object,Object
.,540,other,other
p,541,other,other
:,541,other,other
i,541,other,other
understand,541,other,other
.,541,other,other
but,542,other,other
i,542,Subject,Subject
am,542,Predicate,Predicate
worried,542,Predicate,Predicate
about,542,Predicate,Predicate
the,542,Object,Object
side,542,Object,Object
effects,542,Object,Object
of,542,Object,Object
medication,542,Object,Object
.,542,other,other
my,543,Subject,Subject
father,543,other,Subject
struggled,543,Predicate,Predicate
with,543,Predicate,Predicate
them,543,Object,Object
.,543,other,other
a,544,other,other
:,544,other,other
it,544,Subject,other
is,544,Predicate,other
a,544,Object,other
valid,544,Object,other
concern,544,Object,other
.,544,other,other
all,545,Subject,Subject
medications,545,Subject,Subject
can,545,Predicate,Predicate
have,545,Predicate,Predicate
side,545,Object,Object
effects,545,Object,Object
",",545,other,other
but,545,other,other
it,545,Subject,other
is,545,Predicate,Predicate
important,545,Object,Object
to,545,Predicate,Subject
note,545,Predicate,Subject
that,545,other,Subject
not,545,other,Subject
everyone,545,Object,Subject
experiences,545,Predicate,Subject
them,545,Object,Subject
.,545,other,other
additionally,546,other,other
",",546,other,other
most,546,Subject,Subject
side,546,Subject,Subject
effects,546,Subject,Subject
can,546,Predicate,Predicate
be,546,Predicate,Predicate
managed,546,Predicate,Predicate
effectively,546,Object,Predicate
.,546,other,other
the,547,Subject,Subject
key,547,other,Subject
is,547,Predicate,Predicate
close,547,Object,Object
monitoring,547,Object,Object
and,547,other,Object
regular,547,Object,Object
communication,547,Object,Object
with,547,Predicate,Object
your,547,Object,Object
doctor,547,Object,Object
.,547,other,other
p,548,other,other
:,548,other,other
i,548,Subject,other
guess,548,Predicate,other
i,548,Subject,Subject
should,548,Predicate,Predicate
be,548,Predicate,Predicate
more,548,Object,Object
pro,548,other,Object
and,548,other,other
discuss,548,Predicate,other
this,548,Object,other
with,548,other,other
my,548,other,other
doctor,548,Object,other
.,548,other,other
p,549,other,other
:,549,other,other
i,549,Subject,other
guess,549,other,other
i,549,Subject,Subject
should,549,Predicate,Predicate
be,549,other,other
more,549,other,other
pro,549,other,other
and,549,other,other
discuss,549,other,Predicate
this,549,other,Object
with,549,other,other
my,549,other,Object
doctor,549,other,Object
.,549,other,other
any,550,other,other
tips,550,other,other
on,550,other,other
how,550,other,other
to,550,other,other
prepare,550,other,other
for,550,other,other
this,550,other,other
discussion,550,other,other
?,550,other,other
a,551,other,other
:,551,other,other
it,551,Subject,other
would,551,Predicate,Predicate
be,551,Predicate,Predicate
helpful,551,Object,Object
to,551,Predicate,Subject
keep,551,Predicate,Subject
a,551,Object,Subject
record,551,Object,Subject
of,551,Object,Subject
your,551,Object,Subject
blood,551,Object,Subject
sugar,551,Object,Subject
levels,551,Object,Subject
",",551,other,Subject
diet,551,Object,Subject
",",551,other,Subject
and,551,other,Subject
exercise,551,Object,Subject
routine,551,Object,Subject
.,551,other,other
note,552,Predicate,Predicate
down,552,Predicate,Predicate
any,552,Object,Object
symptoms,552,Object,Object
or,552,other,Object
issues,552,Object,Object
you,552,Object,Object
have,552,other,Object
been,552,other,Object
facing,552,other,Object
.,552,other,other
also,553,other,other
",",553,other,other
prepare,553,Predicate,Predicate
your,553,Object,Object
questions,553,Object,Object
beforehand,553,other,Object
",",553,other,other
including,553,Predicate,Object
your,553,Object,Object
concerns,553,Object,Object
about,553,Object,Object
side,553,Object,Object
effects,553,Object,Object
.,553,other,other
this,554,Subject,Subject
will,554,Predicate,Predicate
help,554,Predicate,Predicate
your,554,Object,Object
doctor,554,Object,Object
understand,554,Predicate,Object
your,554,Object,Object
situation,554,Object,Object
better,554,Object,Object
.,554,other,other
p,555,other,other
:,555,other,other
alright,555,other,other
",",555,other,other
i,555,other,other
will,555,other,other
do,555,other,other
that,555,other,other
.,555,other,other
thanks,556,other,other
for,556,other,other
your,556,other,other
advice,556,other,other
.,556,other,other
i,557,Subject,other
just,557,other,other
want,557,Predicate,other
to,557,Predicate,other
be,557,Predicate,other
sure,557,Object,other
i,557,Subject,other
am,557,Predicate,other
making,557,Predicate,other
the,557,Object,other
right,557,Object,other
decisions,557,Object,other
for,557,Object,other
my,557,Object,other
health,557,Object,other
.,557,other,other
a,558,other,other
:,558,other,other
you,558,Subject,other
are,558,Predicate,other
doing,558,Predicate,other
a,558,Object,other
great,558,Object,other
job,558,Object,other
managing,558,Object,other
your,558,Object,other
diabetes,558,Object,other
",",558,other,other
johan,558,other,other
.,558,other,other
taking,559,Subject,Subject
your,559,Subject,Subject
concerns,559,Subject,Subject
to,559,Subject,Subject
your,559,Subject,Subject
doctor,559,Subject,Subject
is,559,Predicate,Predicate
definitely,559,Predicate,other
the,559,Object,Object
right,559,Object,Object
step,559,Object,Object
.,559,other,other
p,560,other,other
:,560,other,other
i,560,Subject,Subject
have,560,Predicate,Predicate
had,560,Predicate,Predicate
slightly,560,Object,Object
swollen,560,Object,Object
feet,560,Object,Object
recently,560,Object,Object
.,560,other,other
could,561,Predicate,Predicate
it,561,Subject,Subject
be,561,Predicate,Predicate
related,561,Predicate,Predicate
to,561,Predicate,Predicate
my,561,Object,Object
diabetes,561,Object,Object
?,561,other,other
a,562,other,other
:,562,other,other
yes,562,other,other
",",562,other,other
johan,562,other,other
",",562,other,other
it,562,Subject,other
could,562,Predicate,other
