sentence_id,token_id,sentence,token,spo_label
600,13,I am glad we could find some strategies to help manage the swelling .,swelling,Object
600,14,I am glad we could find some strategies to help manage the swelling .,.,other
601,1,P : I am struggling a bit with the changing weather .,P,other
601,2,P : I am struggling a bit with the changing weather .,:,other
601,3,P : I am struggling a bit with the changing weather .,I,Subject
601,4,P : I am struggling a bit with the changing weather .,am,Predicate
601,5,P : I am struggling a bit with the changing weather .,struggling,Predicate
601,6,P : I am struggling a bit with the changing weather .,a,Object
601,7,P : I am struggling a bit with the changing weather .,bit,Object
601,8,P : I am struggling a bit with the changing weather .,with,Object
601,9,P : I am struggling a bit with the changing weather .,the,Object
601,10,P : I am struggling a bit with the changing weather .,changing,Object
601,11,P : I am struggling a bit with the changing weather .,weather,Object
601,12,P : I am struggling a bit with the changing weather .,.,other
602,1,"My arthritis flares up , especially now that it is colder .",My,Subject
602,2,"My arthritis flares up , especially now that it is colder .",arthritis,Subject
602,3,"My arthritis flares up , especially now that it is colder .",flares,Predicate
602,4,"My arthritis flares up , especially now that it is colder .",up,Predicate
602,5,"My arthritis flares up , especially now that it is colder .",",",other
602,6,"My arthritis flares up , especially now that it is colder .",especially,other
602,7,"My arthritis flares up , especially now that it is colder .",now,other
602,8,"My arthritis flares up , especially now that it is colder .",that,other
602,9,"My arthritis flares up , especially now that it is colder .",it,other
602,10,"My arthritis flares up , especially now that it is colder .",is,other
602,11,"My arthritis flares up , especially now that it is colder .",colder,other
602,12,"My arthritis flares up , especially now that it is colder .",.,other
603,1,Could this impact my diabetes management?,Could,Predicate
603,2,Could this impact my diabetes management?,this,Subject
603,3,Could this impact my diabetes management?,impact,Predicate
603,4,Could this impact my diabetes management?,my,Object
603,5,Could this impact my diabetes management?,diabetes,Object
603,6,Could this impact my diabetes management?,management,Object
603,7,Could this impact my diabetes management?,?,other
604,1,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",A,other
604,2,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",:,other
604,3,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",Cold,Subject
604,4,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",weather,Subject
604,5,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",can,Predicate
604,6,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",indeed,Predicate
604,7,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",make,Predicate
604,8,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",arthritis,Object
604,9,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",symptoms,Object
604,10,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",more,Object
604,11,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",noticeable,Object
604,12,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",",",other
604,13,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",and,other
604,14,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",managing,Predicate
604,15,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",pain,Object
604,16,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",during,Object
604,17,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",these,Object
604,18,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",times,Object
604,19,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",is,Predicate
604,20,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",crucial,Object
604,21,"A: Cold weather can indeed make arthritis symptoms more noticeable, and managing pain during these times is crucial.",.,other
605,1,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",It,Subject
605,2,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",can,Predicate
605,3,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",indirectly,Predicate
605,4,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",affect,Predicate
605,5,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",your,Object
605,6,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",diabetes,Object
605,7,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",management,Object
605,8,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",by,Predicate
605,9,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",limiting,Predicate
605,10,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",your,Object
605,11,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",mobility,Object
605,12,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",",",other
605,13,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",which,Subject
605,14,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",can,Predicate
605,15,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",in,Predicate
605,16,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",turn,Predicate
605,17,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",affect,Predicate
605,18,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",your,Object
605,19,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",blood,Object
605,20,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",sugar,Object
605,21,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",levels,Object
605,22,"It can indirectly affect your diabetes management by limiting your mobility, which can in turn affect your blood sugar levels.",.,other
606,1,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",It,Subject
606,2,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",can,Predicate
606,3,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",indirectly,Predicate
606,4,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",affect,Predicate
606,5,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",your,Object
606,6,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",diabetes,Object
606,7,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",management,Object
606,8,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",by,Predicate
606,9,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",limiting,Predicate
606,10,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",your,Object
606,11,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",mobility,Object
606,12,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",",",other
606,13,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",which,Subject
606,14,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",can,Predicate
606,15,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",in,Predicate
606,16,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",turn,Predicate
606,17,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",affect,Predicate
606,18,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",your,Object
606,19,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",blood,Object
606,20,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",sugar,Object
606,21,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",levels,Object
606,22,"It can indirectly affect your diabetes management by limiting your mobility , which can in turn affect your blood sugar levels .",.,other
607,1,P: I see.,P,other
607,2,P: I see.,:,other
607,3,P: I see.,I,other
607,4,P: I see.,see,other
607,5,P: I see.,.,other
608,1,"Moving around is more challenging , so I can not walk as much as I usually do .",Moving,Subject
608,2,"Moving around is more challenging , so I can not walk as much as I usually do .",around,Subject
608,3,"Moving around is more challenging , so I can not walk as much as I usually do .",is,Predicate
608,4,"Moving around is more challenging , so I can not walk as much as I usually do .",more,Object
608,5,"Moving around is more challenging , so I can not walk as much as I usually do .",challenging,Object
608,6,"Moving around is more challenging , so I can not walk as much as I usually do .",",",other
608,7,"Moving around is more challenging , so I can not walk as much as I usually do .",so,other
608,8,"Moving around is more challenging , so I can not walk as much as I usually do .",I,Subject
608,9,"Moving around is more challenging , so I can not walk as much as I usually do .",can,Predicate
608,10,"Moving around is more challenging , so I can not walk as much as I usually do .",not,Predicate
608,11,"Moving around is more challenging , so I can not walk as much as I usually do .",walk,Predicate
608,12,"Moving around is more challenging , so I can not walk as much as I usually do .",as,Object
608,13,"Moving around is more challenging , so I can not walk as much as I usually do .",much,Object
608,14,"Moving around is more challenging , so I can not walk as much as I usually do .",as,Object
608,15,"Moving around is more challenging , so I can not walk as much as I usually do .",I,Object
608,16,"Moving around is more challenging , so I can not walk as much as I usually do .",usually,Object
608,17,"Moving around is more challenging , so I can not walk as much as I usually do .",do,Object
608,18,"Moving around is more challenging , so I can not walk as much as I usually do .",.,other
609,1,Any suggestions for exercises I can do indoors ?,Any,other
609,2,Any suggestions for exercises I can do indoors ?,suggestions,other
609,3,Any suggestions for exercises I can do indoors ?,for,other
609,4,Any suggestions for exercises I can do indoors ?,exercises,other
609,5,Any suggestions for exercises I can do indoors ?,I,other
609,6,Any suggestions for exercises I can do indoors ?,can,other
609,7,Any suggestions for exercises I can do indoors ?,do,other
609,8,Any suggestions for exercises I can do indoors ?,indoors,other
609,9,Any suggestions for exercises I can do indoors ?,?,other
610,1,"A : Absolutely , Johanna .",A,other
610,2,"A : Absolutely , Johanna .",:,other
610,3,"A : Absolutely , Johanna .",Absolutely,other
610,4,"A : Absolutely , Johanna .",",",other
610,5,"A : Absolutely , Johanna .",Johanna,other
610,6,"A : Absolutely , Johanna .",.,other
611,1,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,Gentle,Subject
611,2,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,stretching,Subject
611,3,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,and,other
611,4,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,light,Subject
611,5,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,strength,Subject
611,6,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,training,Subject
611,7,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,can,Predicate
611,8,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,help,Predicate
611,9,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,keep,Predicate
611,10,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,you,Object
611,11,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,active,Object
611,12,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,without,Object
611,13,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,putting,Object
611,14,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,too,Object
611,15,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,much,Object
611,16,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,strain,Object
611,17,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,on,Object
611,18,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,your,Object
611,19,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,joints,Object
611,20,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints .,.,other
612,1,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,Gentle,Subject
612,2,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,stretching,Subject
612,3,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,and,other
612,4,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,light,Subject
612,5,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,strength,Subject
612,6,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,training,Subject
612,7,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,can,Predicate
612,8,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,help,Predicate
612,9,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,keep,Predicate
612,10,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,you,Object
612,11,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,active,Object
612,12,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,without,Object
612,13,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,putting,Object
612,14,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,too,Object
612,15,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,much,Object
612,16,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,strain,Object
612,17,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,on,Object
612,18,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,your,Object
612,19,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,joints,Object
612,20,Gentle stretching and light strength training can help keep you active without putting too much strain on your joints.,.,other
613,1,You could also practice seated exercises or look into low-impact activities like chair yoga .,You,Subject
613,2,You could also practice seated exercises or look into low-impact activities like chair yoga .,could,Predicate
613,3,You could also practice seated exercises or look into low-impact activities like chair yoga .,also,Predicate
613,4,You could also practice seated exercises or look into low-impact activities like chair yoga .,practice,Predicate
613,5,You could also practice seated exercises or look into low-impact activities like chair yoga .,seated,Object
613,6,You could also practice seated exercises or look into low-impact activities like chair yoga .,exercises,Object
613,7,You could also practice seated exercises or look into low-impact activities like chair yoga .,or,other
613,8,You could also practice seated exercises or look into low-impact activities like chair yoga .,look,Predicate
613,9,You could also practice seated exercises or look into low-impact activities like chair yoga .,into,Predicate
613,10,You could also practice seated exercises or look into low-impact activities like chair yoga .,low-impact,Object
613,11,You could also practice seated exercises or look into low-impact activities like chair yoga .,activities,Object
613,12,You could also practice seated exercises or look into low-impact activities like chair yoga .,like,Object
613,13,You could also practice seated exercises or look into low-impact activities like chair yoga .,chair,Object
613,14,You could also practice seated exercises or look into low-impact activities like chair yoga .,yoga,Object
613,15,You could also practice seated exercises or look into low-impact activities like chair yoga .,.,other
614,1,You could also practice seated exercises or look into low-impact activities like chair yoga .,You,Subject
614,2,You could also practice seated exercises or look into low-impact activities like chair yoga .,could,Predicate
614,3,You could also practice seated exercises or look into low-impact activities like chair yoga .,also,Predicate
614,4,You could also practice seated exercises or look into low-impact activities like chair yoga .,practice,Predicate
614,5,You could also practice seated exercises or look into low-impact activities like chair yoga .,seated,Object
614,6,You could also practice seated exercises or look into low-impact activities like chair yoga .,exercises,Object
614,7,You could also practice seated exercises or look into low-impact activities like chair yoga .,or,other
614,8,You could also practice seated exercises or look into low-impact activities like chair yoga .,look,Predicate
614,9,You could also practice seated exercises or look into low-impact activities like chair yoga .,into,Predicate
614,10,You could also practice seated exercises or look into low-impact activities like chair yoga .,low-impact,Object
614,11,You could also practice seated exercises or look into low-impact activities like chair yoga .,activities,Object
614,12,You could also practice seated exercises or look into low-impact activities like chair yoga .,like,Object
614,13,You could also practice seated exercises or look into low-impact activities like chair yoga .,chair,Object
614,14,You could also practice seated exercises or look into low-impact activities like chair yoga .,yoga,Object
614,15,You could also practice seated exercises or look into low-impact activities like chair yoga .,.,other
615,1,P : I will definitely try those .,P,other
615,2,P : I will definitely try those .,:,other
615,3,P : I will definitely try those .,I,other
615,4,P : I will definitely try those .,will,other
615,5,P : I will definitely try those .,definitely,other
615,6,P : I will definitely try those .,try,other
615,7,P : I will definitely try those .,those,other
615,8,P : I will definitely try those .,.,other
616,1,Should I make any dietary changes to help with both my arthritis and diabetes ?,Should,Predicate
616,2,Should I make any dietary changes to help with both my arthritis and diabetes ?,I,Subject
616,3,Should I make any dietary changes to help with both my arthritis and diabetes ?,make,Predicate
616,4,Should I make any dietary changes to help with both my arthritis and diabetes ?,any,Object
616,5,Should I make any dietary changes to help with both my arthritis and diabetes ?,dietary,Object
616,6,Should I make any dietary changes to help with both my arthritis and diabetes ?,changes,Object
616,7,Should I make any dietary changes to help with both my arthritis and diabetes ?,to,Predicate
616,8,Should I make any dietary changes to help with both my arthritis and diabetes ?,help,Predicate
616,9,Should I make any dietary changes to help with both my arthritis and diabetes ?,with,Predicate
616,10,Should I make any dietary changes to help with both my arthritis and diabetes ?,both,Object
616,11,Should I make any dietary changes to help with both my arthritis and diabetes ?,my,Object
616,12,Should I make any dietary changes to help with both my arthritis and diabetes ?,arthritis,Object
616,13,Should I make any dietary changes to help with both my arthritis and diabetes ?,and,Object
616,14,Should I make any dietary changes to help with both my arthritis and diabetes ?,diabetes,Object
616,15,Should I make any dietary changes to help with both my arthritis and diabetes ?,?,other
617,1,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",A,other
617,2,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",:,other
617,3,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",Maintaining,Predicate
617,4,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",your,Object
617,5,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",balanced,Object
617,6,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",diet,Object
617,7,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",with,Object
617,8,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",anti-inflammatory,Object
617,9,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",foods,Object
617,10,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",like,Object
617,11,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",berries,Object
617,12,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",",",other
617,13,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",olive,Object
617,14,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",oil,Object
617,15,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",",",other
617,16,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",and,Object
617,17,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",fatty,Object
617,18,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",fish,Object
617,19,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",could,Predicate
617,20,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",benefit,Predicate
617,21,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",both,Object
617,22,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",conditions,Object
617,23,"A : Maintaining your balanced diet with anti-inflammatory foods like berries , olive oil , and fatty fish could benefit both conditions .",.,other
618,1,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,Make,Predicate
618,2,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,sure,Predicate
618,3,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,you,Subject
618,4,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,are,Predicate
618,5,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,also,Predicate
618,6,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,getting,Predicate
618,7,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,a,Object
618,8,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,sufficient,Object
618,9,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,amount,Object
618,10,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,of,Object
618,11,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,vitamins,Object
618,12,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,and,Object
618,13,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,omega,Object
618,14,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,-,Object
618,15,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,3,Object
618,16,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,fatty,Object
618,17,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,acids,Object
618,18,Make sure you are also getting a sufficient amount of vitamins and omega-3 fatty acids .,.,other
619,1,P: Thank you for all the advice.,P,other
619,2,P: Thank you for all the advice.,:,other
619,3,P: Thank you for all the advice.,Thank,other
619,4,P: Thank you for all the advice.,you,other
619,5,P: Thank you for all the advice.,for,other
619,6,P: Thank you for all the advice.,all,other
619,7,P: Thank you for all the advice.,the,other
619,8,P: Thank you for all the advice.,advice,other
619,9,P: Thank you for all the advice.,.,other
620,1,I will start incorporating these suggestions into my routine.,I,Subject
620,2,I will start incorporating these suggestions into my routine.,will,Predicate
620,3,I will start incorporating these suggestions into my routine.,start,Predicate
620,4,I will start incorporating these suggestions into my routine.,incorporating,Predicate
620,5,I will start incorporating these suggestions into my routine.,these,Object
620,6,I will start incorporating these suggestions into my routine.,suggestions,Object
620,7,I will start incorporating these suggestions into my routine.,into,Object
620,8,I will start incorporating these suggestions into my routine.,my,Object
620,9,I will start incorporating these suggestions into my routine.,routine,Object
620,10,I will start incorporating these suggestions into my routine.,.,other
621,1,"A : You are very welcome , Johanna .",A,other
621,2,"A : You are very welcome , Johanna .",:,other
621,3,"A : You are very welcome , Johanna .",You,other
621,4,"A : You are very welcome , Johanna .",are,other
621,5,"A : You are very welcome , Johanna .",very,other
621,6,"A : You are very welcome , Johanna .",welcome,other
621,7,"A : You are very welcome , Johanna .",",",other
621,8,"A : You are very welcome , Johanna .",Johanna,other
621,9,"A : You are very welcome , Johanna .",.,other
622,1,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",Take,Predicate
622,2,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",it,Object
622,3,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",one,Object
622,4,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",step,Object
622,5,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",at,Object
622,6,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",a,Object
622,7,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",time,Object
622,8,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",",",other
622,9,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",and,other
622,10,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",do,other
622,11,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",not,other
622,12,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",hesitate,other
622,13,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",to,other
622,14,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",reach,other
622,15,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",out,other
622,16,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",if,other
622,17,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",you,other
622,18,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",need,other
622,19,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",more,other
622,20,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",guidance,other
622,21,"Take it one step at a time , and do not hesitate to reach out if you need more guidance .",.,other
623,1,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",A,other
623,2,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",:,other
623,3,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",Johanna,other
623,4,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",",",other
623,5,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",I,Subject
623,6,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",was,Predicate
623,7,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",reviewing,Predicate
623,8,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",your,Object
623,9,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",medication,Object
623,10,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",schedule,Object
623,11,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",",",other
623,12,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",especially,other
623,13,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",considering,other
623,14,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",the,other
623,15,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",colder,other
623,16,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",months,other
623,17,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",that,other
623,18,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",can,other
623,19,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",affect,other
623,20,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",your,other
623,21,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",arthritis,other
623,22,"A : Johanna , I was reviewing your medication schedule , especially considering the colder months that can affect your arthritis .",.,other
624,1,Are you experiencing any difficulties maintaining your routine ?,Are,Predicate
624,2,Are you experiencing any difficulties maintaining your routine ?,you,Subject
624,3,Are you experiencing any difficulties maintaining your routine ?,experiencing,Predicate
624,4,Are you experiencing any difficulties maintaining your routine ?,any,Object
624,5,Are you experiencing any difficulties maintaining your routine ?,difficulties,Object
624,6,Are you experiencing any difficulties maintaining your routine ?,maintaining,Object
624,7,Are you experiencing any difficulties maintaining your routine ?,your,Object
624,8,Are you experiencing any difficulties maintaining your routine ?,routine,Object
624,9,Are you experiencing any difficulties maintaining your routine ?,?,other
625,1,"P : I have noticed that the colder weather makes my joints stiff lately , especially in the mornings .",P,other
